0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
3636,work questions 0mega,,,TEC2
3637,hitchhiker guide te,,,TEC5
3638,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3639,joining tec praise channel,TEC15,TEC16,TEC15
3640,coming giveth server instantly grabbing work tec params group,TEC3,TEC15,TEC5
3641,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3642,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3643,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3644,joining tec community,TEC15,TEC15,TEC15
3645,nice vibe jumping,,,TEC2
3646,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3647,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3648,putting many hours learning subsequent awesome copy editing work document,,,TEC1
3649,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3650,tec dashboard looking amazing,TEC15,TEC15,TEC15
3651,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3652,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3653,helping navigate python,,,TEC5
3654,much incredible work dashboard,,,TEC1
3655,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3656,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3657,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3658,putting much love video script,,,TEC10
3659,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3660,making awesome video swiss membership dapp,TEC5,TEC5,TEC10
3661,helping us dot cross discord migration,TEC1,TEC1,TEC2
3662,joining transparency call,TEC10,TEC10,TEC2
3663,helpful praise system,TEC16,TEC16,TEC16
3664,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3665,joining last legal wg meeting,TEC4,TEC4,TEC4
3666,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,TEC10,TEC10,TEC1
3667,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
3668,filling transparency audit nice discussion keep improving system,TEC10,TEC10,TEC2
3669,jumping onboarding,TEC6,TEC6,TEC6
3670,work transparency transparency medium article,TEC1,TEC10,TEC10
3671,always giving praise legal meetings,TEC4,TEC4,TEC16
3672,contributing mutual monitoring document,,,TEC14
3673,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3674,6h work disputable smart contracts research working commons template write new new dao js meetings fabi paulo,TEC5,TEC5,TEC1
3675,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3676,hard work contracts templates,,,TEC4
3677,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3678,4h working commons upgrade migration tools smart contracts,TEC5,TEC5,TEC14
3679,4h deploying contracts template rinkeby,,,TEC14
3680,2h working simplifying hatch smart contracts going app instead,TEC5,TEC6,TEC5
3681,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3682,joining last legal wg meeting,TEC4,TEC4,TEC4
3683,approaching finish line,,,TEC2
3684,spinning fresh cv dao commons stack community fund,TEC5,TEC15,TEC15
3685,5h work continuing work template fixing another timeout claiming impact hours closing hatch,TEC6,TEC6,TEC2
3686,2h work paulo configuring ide debugging template,,,TEC5
3687,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
3688,undertaking massive complex tec hatch code facing team every week,TEC6,TEC15,TEC15
3689,working really hard get hatch done,TEC6,TEC6,TEC2
3690,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3691,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3692,joining soft gov call,TEC2,TEC2,TEC2
3693,coordinating nice meeting explaining 6 years work hours cross pollinating spirals integral study group,,,TEC2
3694,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3695,inviting griff really fun call spiral dynamics crew,,,TEC2
3696,working gitbook agreements zep,,,TEC4
3697,using channel,,,TEC10
3698,role stewarding cadcad early days existence,,,TEC2
3699,amazing work balancer great perspectives token engineering field hatcher onboarding call,TEC6,TEC6,TEC1
3700,writing article token engineering teams recruit,TEC1,TEC1,TEC1
3701,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3702,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3703,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3704,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3705,first meeting santi,,,TEC2
3706,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3707,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3708,helping mateo captcha issue discord server,TEC1,TEC1,TEC1
3709,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
3710,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3711,awesome work discord praise bot,TEC1,TEC16,TEC16
3712,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3713,coordinating nice meeting explaining 6 years work hours cross pollinating spirals integral study group,,,TEC2
3714,testing praise bot update tec,TEC15,TEC16,TEC5
3715,testing praise bot update commons stack,TEC5,TEC16,TEC5
3716,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3717,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3718,inviting mateo praise quant session cs,TEC16,TEC16,TEC16
3719,eduardovegaptam2140 much work onboarding hatchers,TEC6,TEC6,TEC6
3720,welcoming paula,,,TEC16
3721,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3722,making many dank memes,,,TEC2
3723,great hatcher tldr post forum edits https forum tecommons org hatch tl dr,TEC1,TEC6,TEC1
3724,joining last legal wg meeting,TEC4,TEC4,TEC4
3725,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,TEC10,TEC10,TEC1
3726,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
3727,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
3728,amazing calls establishing good process hatcher outreach much work behind scenes onboarding people,TEC6,TEC6,TEC2
3729,always everywhere great energy commons stack hat merch,TEC5,TEC5,TEC5
3730,awesome commons stack gear call,TEC5,TEC5,TEC5
3731,contributing mutual monitoring document,,,TEC14
3732,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3733,joining today legal wg,TEC4,TEC4,TEC4
3734,reviewing,,,TEC4
3735,helping close hatch dao section gitbook,TEC6,TEC6,TEC2
3736,joining soft gov call,TEC2,TEC2,TEC2
3737,giving us overview celeste disputable voting,TEC2,TEC2,TEC2
3738,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3739,getting us one coolest defi4good platforms stake behind commons stack earn apy commons stack earns another apy https stakes social 0xfa38fc50e055cbe88bd569eddcce057999b2bc9c,TEC5,TEC5,TEC2
3740,working lot last months launch celeste,,,TEC2
3741,working hard hatch,TEC6,TEC6,TEC2
3742,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3743,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3744,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3745,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3746,hatcher comms work session morning,TEC1,TEC1,TEC1
3747,work hatcher comms,TEC1,TEC1,TEC8
3748,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3749,always taking care teams acknowledging hard work care whilst multitasking like crazy,,,TEC2
3750,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3751,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3752,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3753,first meeting santi,,,TEC2
3754,leading assisting last softgov call notice someone missing quanting,,,TEC2
3755,gitbook coooooooool,,,TEC6
3756,joining soft gov call,TEC2,TEC2,TEC2
3757,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3758,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3759,participating source cred hack sessions,,,TEC2
3760,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3761,feedback transparency audit,TEC10,TEC10,TEC10
3762,commenting every document giving feedback everything comes bias humanity livia,,,TEC2
3763,helping mateo write source cred proposal,,,TEC2
3764,welcoming paula,,,TEC16
3765,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3766,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3767,joining last legal wg meeting,TEC4,TEC4,TEC4
3768,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,TEC10,TEC10,TEC1
3769,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
3770,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3771,hatcher onboarding session,TEC6,TEC6,TEC6
3772,always present incondicional community best wishes get better,TEC15,TEC15,TEC16
3773,supporting craig tec gg,TEC15,TEC15,TEC15
3774,work hatcher outreach creating space graviton emerge,TEC6,TEC6,TEC6
3775,devotion community always works even feeling well cultural build without showing mitch ropes gitbook synchronizing cultural build showing helping onboard merlin,TEC2,TEC15,TEC2
3776,joining us helping onboarding new hatchers proposals,TEC6,TEC6,TEC6
3777,onboarding session heater,TEC6,TEC6,TEC6
3778,last session gravity incredible whole ecosystem,TEC17,TEC17,TEC2
3779,taking time continue onboarding kristoffer,TEC6,TEC6,TEC6
3780,contributing mutual monitoring document,,,TEC14
3781,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3782,joining today legal wg,TEC4,TEC4,TEC4
3783,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3784,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3785,first meeting santi,,,TEC2
3786,fixing format proposal bit honest top everything u rock friend,,,TEC2
3787,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3788,tec dashboard looking amazing,TEC15,TEC15,TEC15
3789,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3790,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3791,much incredible work dashboard,,,TEC1
3792,joining legal team week,TEC4,TEC4,TEC4
3793,becoming hatchers,,,TEC6
3794,dj last praise quant,TEC16,TEC16,TEC16
3795,answering questions making things clearer praise channels,TEC16,TEC16,TEC16
3796,taking discord moderation,TEC1,TEC1,TEC17
3797,joining soft gov call,TEC2,TEC2,TEC2
3798,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3799,feedback transparency audit,TEC10,TEC10,TEC10
3800,gravity sessions every week always available taking discord migration,TEC17,TEC17,TEC2
3801,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3802,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3803,joining last legal wg meeting,TEC4,TEC4,TEC4
3804,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
3805,idea creating medium post transparency offering help writing,TEC10,TEC10,TEC1
3806,coming great intro soft gov call sometimes think times would like,TEC2,TEC2,TEC2
3807,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3808,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
3809,completing first conflict resolution training dao space,TEC17,TEC17,TEC17
3810,finishing 1st graviton training huge community ecosystem cheers many sharing good vibes,TEC15,TEC15,TEC2
3811,jumping onboarding,TEC6,TEC6,TEC6
3812,finished amazing graviton training like champ x3,,,TEC10
3813,joining us helping onboarding new hatchers proposals,TEC6,TEC6,TEC6
3814,last session gravity incredible whole ecosystem,TEC17,TEC17,TEC2
3815,contributing mutual monitoring document,,,TEC14
3816,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3817,coming lot enthusiasm energy,,,TEC2
3818,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3819,fresh eyed perspective swiss membership dapp tremendously helpful feedback,TEC5,TEC5,TEC1
3820,energy work swiss dapp everything touches becomes better,TEC5,TEC5,TEC2
3821,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3822,awesome work discord praise bot,TEC1,TEC16,TEC16
3823,testing praise bot update tec,TEC15,TEC16,TEC5
3824,testing praise bot update commons stack,TEC5,TEC16,TEC5
3825,releasing guilt praising enough ends praise bot,TEC16,TEC16,TEC16
3826,joining te praise channel presenting electric circus last week,TEC16,TEC16,TEC2
3827,coming present p2p learning platform,TEC1,TEC1,TEC1
3828,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3829,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3830,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3831,reviewing,,,TEC4
3832,joining soft gov call,TEC2,TEC2,TEC2
3833,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3834,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3835,leading another great sprint retro,,,TEC1
3836,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3837,participating source cred hack sessions,,,TEC2
3838,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3839,work organizing stewards group making easy everybody see everyone github big organizer hive,TEC8,TEC8,TEC2
3840,eduardovegaptam2140 much work onboarding hatchers,TEC6,TEC6,TEC6
3841,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3842,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3843,joining last legal wg meeting,TEC4,TEC4,TEC4
3844,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3845,supporting relational fabric workflows highest good project community,TEC15,TEC15,TEC14
3846,exceptional way explains complex topics,,,TEC1
3847,hatcher onboarding session,TEC6,TEC6,TEC6
3848,amazing calls establishing good process hatcher outreach much work behind scenes onboarding people,TEC6,TEC6,TEC2
3849,helping coordinate everything leading hatch outreach call shepherding shepherds,TEC6,TEC6,TEC6
3850,onboarding session heater,TEC6,TEC6,TEC6
3851,taking time continue onboarding kristoffer,TEC6,TEC6,TEC6
3852,awesome commons stack gear call,TEC5,TEC5,TEC5
3853,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3854,knowledge sharing fridays learning much various topics hatching process source cred etc looking forward fridays learn,,,TEC1
3855,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3856,joining soft gov call,TEC2,TEC2,TEC2
3857,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3858,art create also want ponnys birthday something,,,TEC1
3859,awesome always best gifs memes,,,TEC1
3860,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3861,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3862,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3863,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3864,participating source cred hack sessions,,,TEC2
3865,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3866,non stop passion nft fun hear beautiful art creates,,,TEC16
3867,eduardovegaptam2140 much work onboarding hatchers,TEC6,TEC6,TEC6
3868,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3869,fair central bank impact hours,,,TEC2
3870,making many dank memes,,,TEC2
3871,great hatcher tldr post forum edits https forum tecommons org hatch tl dr,TEC1,TEC6,TEC1
3872,joining last legal wg meeting,TEC4,TEC4,TEC4
3873,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,TEC10,TEC10,TEC1
3874,much incredible work dashboard,,,TEC1
3875,sending praises even cannot attend thursday call,,,TEC16
3876,amazing calls establishing good process hatcher outreach much work behind scenes onboarding people,TEC6,TEC6,TEC2
3877,contributing mutual monitoring document,,,TEC14
3878,joining today legal wg,TEC4,TEC4,TEC4
3879,never ending dedication enlightening mind curiosity coding whether solidity cadcad amount value guidance support brought greater community unmeasurable,TEC15,TEC15,TEC16
3880,joining te praise channel presenting dacade week,TEC16,TEC16,TEC16
3881,coming present p2p learning platform,TEC1,TEC1,TEC1
3882,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3883,working lot last months launch celeste,,,TEC2
3884,working hard hatch,TEC6,TEC6,TEC2
3885,working lot last months launch celeste,,,TEC2
3886,working hard hatch,TEC6,TEC6,TEC2
3887,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3888,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3889,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3890,joining us helping onboarding new hatchers proposals,TEC6,TEC6,TEC6
3891,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3892,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3893,many awesome members primedao landmark research dao2dao space,,,TEC1
3894,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3895,bringing merlinegalite commons stack world,TEC5,TEC5,TEC5
3896,joining soft gov call,TEC2,TEC2,TEC2
3897,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3898,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3899,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3900,fast work comms,TEC1,TEC1,TEC1
3901,new piece always stabilizing calm force community beautiful blog article,TEC1,TEC15,TEC1
3902,welcoming paula,,,TEC16
3903,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3904,using channel,,,TEC10
3905,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3906,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3907,eash dishing praise times gratitude culture bring community makes nice,TEC2,TEC16,TEC16
3908,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3909,hatcher comms work session morning,TEC1,TEC1,TEC1
3910,outstanding gitcoin grant comms today twitter thread work art,TEC1,TEC1,TEC1
3911,amazing interview simon de la rouviere praise handle https youtu uzwr23qboga,TEC16,TEC16,TEC1
3912,find chuy luuk server active commons swarm ama 1hive call today,TEC5,TEC5,TEC5
3913,always graceful everything fast work communicating gitcoin round place asking super interesting questions 1hive ama helping gravity get organized lot work behind scenes comms gitcoin grant thread twitter work art work build ecosystem making easier approach new topics helping us get organized hatching working hard token engineering interviews,TEC1,TEC1,TEC1
3914,awesome commons stack gear call,TEC5,TEC5,TEC5
3915,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3916,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3917,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3918,first meeting santi,,,TEC2
3919,joining soft gov call,TEC2,TEC2,TEC2
3920,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3921,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3922,inviting mateo praise quant session cs,TEC16,TEC16,TEC16
3923,interest willigness contribute,,,TEC2
3924,attending 6th graviton session last week want tell 6th 7th session share poap send many look forward meeting today,,,TEC2
3925,really cool tec info repo github https github com danforth restorative tec info,TEC15,TEC15,TEC5
3926,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3927,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3928,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3929,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3930,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3931,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3932,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3933,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3934,becoming hatchers,,,TEC6
3935,putting much time reviewing legal channel diving making great questions,TEC4,TEC4,TEC2
3936,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3937,reaching found typo asking log issue thanks letting us know,,,TEC2
3938,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3939,work eip multidimensional token concept general mind blowing stuff,,,TEC2
3940,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3941,case study working produce much value,,,TEC2
3942,working hard hatch,TEC6,TEC6,TEC2
3943,6h working sembrestels paulo c2d hatch deployment,TEC6,TEC6,TEC6
3944,helping tech team work hatch template long params sessions week done amazing job hatch template,TEC5,TEC6,TEC1
3945,work fight pandemics across dao space well sharing knowledge folks back venezuela,,,TEC2
3946,jumping call share tec dashboard,TEC15,TEC15,TEC15
3947,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
3948,tec dashboard looking amazing,TEC15,TEC15,TEC15
3949,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3950,helping navigate python,,,TEC5
3951,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
3952,awesome laurenluz,,,TEC1
3953,spending hours zoom chats talking simulator backend info could collaborate writing awesome deep dive text,,,TEC1
3954,much incredible work dashboard,,,TEC1
3955,dashboard walkthrough lauren,,,TEC5
3956,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3957,becoming hatchers,,,TEC6
3958,working faq,,,TEC15
3959,joining soft gov call,TEC2,TEC2,TEC2
3960,jumping action items today soft gov call super super appreciated,TEC2,TEC2,TEC2
3961,awesome feedback documentation dao willing jump transparency,TEC10,TEC10,TEC10
3962,joining wg call adding questions helping structure te community survey deciding first outreach radius naming adjacent communities thinking intrinsic goodies incentives high survey completion rate,TEC2,TEC7,TEC2
3963,working gitbook agreements zep,,,TEC4
3964,contributions content,,,TEC1
3965,contributing really cool pieces hatch outreach,TEC6,TEC6,TEC1
3966,energy bringing,,,TEC2
3967,helping gitbook,,,TEC13
3968,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
3969,one first contributors join new weekly comms call tuesday,TEC1,TEC1,TEC1
3970,joining comms working group call energy supporting work beautiful day everyone,TEC1,TEC1,TEC2
3971,filling transparency audit nice discussion keep improving system,TEC10,TEC10,TEC2
3972,working hatchers faq integrating gitbook,,,TEC6
3973,working lot gitbook writing faq page hatchers outreach,TEC6,TEC6,TEC1
3974,contributions helpful writing articles making ideas legible everyone,,,TEC1
3975,curious commons stack giving migration confusion,TEC5,TEC5,TEC2
3976,sorting bots telegram bridge messages confusing get arrived,TEC1,TEC1,TEC1
3977,helping us update docs,,,TEC5
3978,continuous community building,TEC15,TEC15,TEC15
3979,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3980,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
3981,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
3982,feedback transparency audit,TEC10,TEC10,TEC10
3983,coming one calls said underestimated stop trying go committed putting heart soul hatch outreach,TEC6,TEC6,TEC2
3984,eduardovegaptam2140 much work onboarding hatchers,TEC6,TEC6,TEC6
3985,welcoming paula,,,TEC16
3986,joining tec weekly sync https www youtube com watch v efhuvu oc0,TEC10,TEC15,TEC10
3987,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
3988,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3989,attending transparency wg sharing ideas execute audit giving feedback mutual accountability methods,TEC10,TEC10,TEC1
3990,hatcher comms work session morning,TEC1,TEC1,TEC1
3991,work hatcher comms,TEC1,TEC1,TEC8
3992,amazing calls establishing good process hatcher outreach much work behind scenes onboarding people,TEC6,TEC6,TEC2
3993,interviews video working mitch collaborating hatcher docs,,,TEC10
3994,taking time continue onboarding kristoffer,TEC6,TEC6,TEC6
3995,contributing mutual monitoring document,,,TEC14
3996,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
3997,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3998,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
3999,sharing improvement ideas swiss association dapp thanks helping us make better,TEC5,TEC5,TEC1
4000,fresh eyed perspective swiss membership dapp tremendously helpful feedback,TEC5,TEC5,TEC1
4001,work decentralizing data markets,,,TEC14
4002,many awesome members primedao landmark research dao2dao space,,,TEC1
4003,funny latenight hacksesh,,,TEC5
4004,working hard hatch,TEC6,TEC6,TEC2
4005,funny latenight hacksesh,,,TEC5
4006,working lot last months launch celeste,,,TEC2
4007,working hard hatch,TEC6,TEC6,TEC2
4008,speaking call error could corrected quickly,,,TEC2
4009,2h work sem configuring vs code ide hatch template hardhat project debugging hatch template script,TEC6,TEC6,TEC5
4010,working really hard get hatch done,TEC6,TEC6,TEC2
4011,joining tec weekly sync https www youtube com watch v nr9 ca0hqya,TEC10,TEC15,TEC10
4012,amazing caring stewards community thank life opportunity meeting paths one,TEC15,TEC15,TEC16
4013,joining commons stack simulator sync joining reveling success seriously round celebration got high need burning man year,TEC5,TEC5,TEC2
4014,making issue improve ux dashboard contributions comms project management gets stuff done,TEC8,TEC8,TEC1
4015,work contribute much great path organization getting ready hatch,TEC6,TEC6,TEC2
4016,fast work comms,TEC1,TEC1,TEC1
4017,using channel,,,TEC10
